Kentik_ID,Status,Target_Network,Protocol,Peak_Bandwidth,Peak_Bandwidth_bps,Peak_PPS,Peak_PPS_raw,Attack_Start,Attack_End,Duration_min,Mitigation_UP,Mitigation_DOWN,ProtectedName,PolicyName,Source_Log_File
kentik_59788,Completed,24.192.84.74/32,UDP,0 bps,0,63.5K pps,63500,2026-03-04 19:21:22,2026-03-04 20:03:53,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59789,Completed,69.1.59.23/32,UDP,0 bps,0,103.8K pps,103750,2026-03-04 20:19:09,2026-03-04 20:59:24,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59790,Completed,67.149.150.191/32,UDP,175.1 Mbps,175133352,,0,2026-03-05 03:13:40,2026-03-05 03:54:55,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59791,Completed,143.59.233.140/32,UDP,0 bps,0,54.2K pps,54166,2026-03-05 06:33:11,2026-03-05 07:14:27,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59792,Completed,143.59.233.39/32,UDP,426.3 Mbps,426263160,,0,2026-03-05 12:34:43,2026-03-05 13:15:58,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59793,Completed,143.59.233.225/32,UDP,0 bps,0,67.1K pps,67083,2026-03-05 13:50:14,2026-03-05 14:31:29,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59794,Completed,96.27.53.137/32,UDP,136.9 Mbps,136907928,,0,2026-03-05 15:55:45,2026-03-05 16:38:15,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59795,Completed,24.192.153.2/32,UDP,0 bps,0,92.3K pps,92333,2026-03-05 16:05:00,2026-03-05 16:52:31,47,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59796,Completed,50.4.209.235/32,UDP,258.8 Mbps,258824232,,0,2026-03-05 18:35:47,2026-03-05 19:16:03,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59797,Completed,143.59.122.173/32,UDP,0 bps,0,52.3K pps,52333,2026-03-05 19:33:18,2026-03-05 20:13:49,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59798,Completed,23.28.179.168/32,UDP,0 bps,0,56.3K pps,56333,2026-03-05 19:51:34,2026-03-05 20:34:05,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59799,Completed,96.27.38.176/32,UDP,338.8 Mbps,338776424,,0,2026-03-05 22:44:21,2026-03-05 23:24:37,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59800,Completed,23.28.101.194/32,UDP,0 bps,0,58.2K pps,58249,2026-03-06 02:13:52,2026-03-06 03:38:45,84,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59801,Completed,24.192.50.0/32,UDP,67.11 Gbps,67111841544,,0,2026-03-06 02:16:09,2026-03-06 03:07:26,51,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59802,Completed,24.192.50.0/32,UDP,67.12 Gbps,67116559136,6.70M pps,6698482,2026-03-06 02:16:08,2026-03-06 02:51:11,35,WOW-ARIN | WOW-RESIDENTAL-1,,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59803,Completed,67.149.180.162/32,UDP,2.51 Gbps,2514550096,214.9K pps,214916,2026-03-06 02:29:24,2026-03-06 03:20:57,51,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59804,Completed,69.14.175.112/32,UDP,0 bps,0,50.1K pps,50083,2026-03-06 02:34:39,2026-03-06 03:28:29,53,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59805,Completed,96.27.18.30/32,UDP,223.1 Mbps,223107976,,0,2026-03-06 02:36:55,2026-03-06 03:19:42,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59806,Completed,143.59.171.194/32,UDP,6.43 Gbps,6434297440,,0,2026-03-06 03:27:14,2026-03-06 03:49:00,21,,,,,alert.2026-03-13_0501.log
kentik_59807,Completed,143.59.171.194/32,UDP,0 bps,0,13.81M pps,13812241,2026-03-06 03:27:13,2026-03-06 04:09:16,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59808,Completed,50.4.12.240/32,UDP,0 bps,0,61.2K pps,61249,2026-03-06 04:45:32,2026-03-06 05:26:48,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59809,Completed,24.96.64.33/32,UDP,0 bps,0,57.3K pps,57334,2026-03-06 12:45:03,2026-03-06 13:28:51,43,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59810,Completed,24.192.98.126/32,UDP,0 bps,0,217.3K pps,217252,2026-03-06 12:53:19,2026-03-06 13:41:23,48,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59811,Completed,24.192.98.126/32,UDP,509.4 Mbps,509423192,,0,2026-03-06 12:57:35,2026-03-06 13:39:07,41,,,,,alert.2026-03-13_0501.log
kentik_59812,Completed,24.214.49.231/32,UDP,0 bps,0,51.5K pps,51500,2026-03-06 17:03:38,2026-03-06 17:43:54,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59813,Completed,143.59.216.223/32,UDP,0 bps,0,90.8K pps,90832,2026-03-06 18:20:10,2026-03-06 19:00:43,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59814,Completed,96.27.226.216/32,UDP,160.3 Mbps,160330008,,0,2026-03-06 18:41:26,2026-03-06 19:22:59,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59815,Completed,143.59.216.173/32,UDP,0 bps,0,56.1K pps,56083,2026-03-06 21:53:14,2026-03-06 22:35:30,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59816,Completed,69.14.9.197/32,UDP,10.44 Gbps,10441711496,,0,2026-03-06 23:55:45,2026-03-07 00:38:01,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59817,Completed,24.214.9.38/32,UDP,515.0 Mbps,515038392,,0,2026-03-07 01:07:16,2026-03-07 01:48:32,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59818,Completed,67.149.57.210/32,UDP,0 bps,0,77.1K pps,77082,2026-03-07 09:01:47,2026-03-07 09:43:03,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59819,Completed,24.35.29.28/32,UDP,152.2 Mbps,152159592,,0,2026-03-07 19:31:18,2026-03-07 20:16:34,45,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59820,Completed,96.27.26.8/32,UDP,0 bps,0,12.74M pps,12744952,2026-03-07 21:49:50,2026-03-07 22:44:52,55,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59821,Completed,96.27.26.8/32,UDP,41.35 Gbps,41348217488,12.11M pps,12105460,2026-03-07 21:49:50,2026-03-07 22:29:37,39,WOW-RESIDENTAL-2,,WOW-RESIDENTAL-2,WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59822,Completed,50.4.5.226/32,UDP,0 bps,0,73.9K pps,73917,2026-03-07 22:16:06,2026-03-07 22:57:08,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59823,Completed,50.4.192.200/32,UDP,0 bps,0,54.5K pps,54499,2026-03-07 22:23:21,2026-03-07 23:04:24,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59824,Completed,24.96.181.87/32,UDP,0 bps,0,54.2K pps,54250,2026-03-07 23:21:39,2026-03-08 00:02:10,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59825,Completed,23.28.141.45/32,UDP,0 bps,0,54.9K pps,54916,2026-03-07 23:54:55,2026-03-08 00:40:26,45,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59826,Completed,67.149.234.104/32,UDP,0 bps,0,62.9K pps,62916,2026-03-08 01:45:42,2026-03-08 02:28:13,42,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59827,Completed,75.76.153.57/32,UDP,0 bps,0,53.8K pps,53750,2026-03-08 01:52:57,2026-03-08 02:33:28,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59828,Completed,67.149.61.12/32,UDP,0 bps,0,68.1K pps,68084,2026-03-08 02:28:13,2026-03-08 03:09:59,41,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59829,Completed,67.149.150.191/32,UDP,426.5 Mbps,426496416,,0,2026-03-08 02:50:43,2026-03-08 03:31:14,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59830,Completed,24.35.54.136/32,UDP,0 bps,0,65.6K pps,65583,2026-03-08 02:50:59,2026-03-08 03:31:14,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59831,Completed,96.27.80.102/32,UDP,0 bps,0,53.6K pps,53582,2026-03-08 04:07:29,2026-03-08 05:05:36,58,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59832,Completed,96.27.41.30/32,UDP,0 bps,0,1.25M pps,1247002,2026-03-08 04:10:45,2026-03-08 05:06:51,56,WOW-ARIN | WOW-RESIDENTAL-2,WOW-RESIDENTAL-2 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59833,Completed,96.27.41.30/32,UDP,5.30 Gbps,5300103088,,0,2026-03-08 04:12:00,2026-03-08 04:19:31,7,,,,,alert.2026-03-13_0501.log
kentik_59834,Completed,24.192.169.168/32,UDP,0 bps,0,54.5K pps,54499,2026-03-08 04:18:16,2026-03-08 05:00:20,42,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59835,Completed,96.27.41.30/32,UDP,8.26 Gbps,8257638224,,0,2026-03-08 04:34:47,2026-03-08 04:51:03,16,,,,,alert.2026-03-13_0501.log
kentik_59836,Completed,24.192.221.30/32,UDP,963.0 Mbps,962981120,83.5K pps,83500,2026-03-08 10:34:07,2026-03-08 12:12:23,98,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59837,Completed,143.59.171.199/32,UDP,4.78 Gbps,4779631896,,0,2026-03-08 12:51:38,2026-03-08 13:39:25,47,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59838,Completed,143.59.171.199/32,UDP,2.76 Gbps,2762787640,,0,2026-03-08 12:52:54,2026-03-08 13:28:10,35,,,,,alert.2026-03-13_0501.log
kentik_59839,Completed,143.59.217.254/32,UDP,0 bps,0,52.7K pps,52749,2026-03-08 16:38:41,2026-03-08 17:34:57,56,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59840,Completed,69.1.4.197/32,UDP,0 bps,0,3.19M pps,3189508,2026-03-08 18:31:12,2026-03-08 19:11:59,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59841,Completed,69.1.4.197/32,UDP,1.44 Gbps,1443623840,,0,2026-03-08 18:41:28,2026-03-08 19:06:44,25,,,,,alert.2026-03-13_0501.log
kentik_59842,Completed,24.42.184.15/32,UDP,0 bps,0,232.9K pps,232916,2026-03-08 20:38:30,2026-03-08 21:18:46,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59843,Completed,24.42.169.247/32,UDP,0 bps,0,51.1K pps,51083,2026-03-09 00:21:02,2026-03-09 01:01:19,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59844,Completed,24.214.250.112/32,UDP,0 bps,0,54.7K pps,54749,2026-03-09 00:31:18,2026-03-09 01:11:51,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59845,Completed,96.27.73.124/32,UDP,30.83 Gbps,30834157808,,0,2026-03-09 00:34:33,2026-03-09 00:55:49,21,WOW-ARIN | WOW-RESIDENTAL-2,,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59846,Completed,96.27.73.124/32,UDP,15.93 Gbps,15931236024,,0,2026-03-09 00:34:49,2026-03-09 01:11:35,36,,,,,alert.2026-03-13_0501.log
kentik_59847,Completed,96.27.73.124/32,UDP,136.9 Mbps,136918264,,0,2026-03-09 00:57:04,2026-03-09 01:28:51,31,,WOW-ARIN | WOW-RESIDENTAL-2,,,alert.2026-03-13_0501.log
kentik_59848,Completed,24.96.239.141/32,UDP,356.7 Mbps,356732456,,0,2026-03-09 01:32:07,2026-03-09 02:12:37,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59849,Completed,23.28.113.195/32,UDP,0 bps,0,69.2K pps,69249,2026-03-09 02:05:22,2026-03-09 02:46:53,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59850,Completed,50.4.212.31/32,UDP,0 bps,0,50.2K pps,50166,2026-03-09 03:23:09,2026-03-09 04:04:44,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59851,Completed,24.96.117.121/32,UDP,37.98 Gbps,37978991120,,0,2026-03-09 03:31:25,2026-03-09 04:11:59,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-RESIDENTAL-1 | WOW-ARIN,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59852,Completed,96.27.10.247/32,UDP,0 bps,0,53.2K pps,53250,2026-03-09 10:34:15,2026-03-09 11:14:31,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59853,Completed,67.149.180.162/32,UDP,3.69 Gbps,3690368160,318.8K pps,318750,2026-03-09 15:12:47,2026-03-09 16:04:03,51,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59854,Completed,67.149.69.228/32,UDP,161.7 Mbps,161688064,,0,2026-03-09 21:37:19,2026-03-09 22:17:50,40,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59855,Completed,96.27.156.100/32,UDP,0 bps,0,113.7K pps,113668,2026-03-09 21:49:34,2026-03-09 22:32:20,42,WOW-ARIN,WOW-ARIN,WOW-ARIN,WOW-ARIN_1@007c9d-00002-0,alert.2026-03-13_0501.log
kentik_59856,Completed,50.4.140.158/32,UDP,173.8 Mbps,173800216,,0,2026-03-09 22:31:05,2026-03-09 23:14:36,43,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN | WOW-RESIDENTAL-2,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-2_1@007c9a-00004-0,alert.2026-03-13_0501.log
kentik_59857,Completed,24.96.161.3/32,UDP,0 bps,0,57.3K pps,57333,2026-03-10 01:20:52,2026-03-10 02:08:08,47,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59858,Completed,50.4.208.10/32,UDP,0 bps,0,64.5K pps,64500,2026-03-10 02:25:24,2026-03-10 03:05:55,40,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
kentik_59859,Completed,69.14.228.90/32,UDP,256.8 Mbps,256825520,,0,2026-03-10 02:41:40,2026-03-10 03:23:10,41,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN | WOW-RESIDENTAL-1,WOW-ARIN_1@007c9d-00002-0 | WOW-RESIDENTAL-1_2@007c9e-00003-0,alert.2026-03-13_0501.log
